Gene Entrez ID	Gene Symbol
84966	IGSF21
84984	CEP19
84988	PPP1R16A
84991	RBM17
84993	UBL7
85013	TMEM128
85025	TMEM60
85236	HIST1H2BK
85302	FBF1
85313	PPIL4
85363	TRIM5
85409	NKD2
85437	ZCRB1
85439	STON2
85440	DOCK7
85480	TSLP
85569	GALP
87178	PNPT1
89777	SERPINB12
89822	KCNK17
89885	FATE1
89953	KLC4
90019	SYT8
90060	CCDC120
90390	MED30
90410	IFT20
90423	ATP6V1E2
90427	BMF
90441	ZNF622
90480	GADD45GIP1
90673	PPP1R3E
90678	LRSAM1
90853	SPOCD1
90933	TRIM41
90957	DHX57
91137	SLC25A46
91147	TMEM67
91156	IGFN1
91445	RNF185
91452	ACBD5
91544	UBXN11
91608	RASL10B
91662	NLRP12
91746	YTHDC1
91748	ELMSAN1
91947	ARRDC4
91949	COG7
92092	ZC3HAV1L
92105	INTS4
92129	RIPPLY1
92140	MTDH
92293	TMEM132C
92304	SCGB3A1
92312	MEX3A
92342	METTL18
92345	NAF1
92421	CHMP4C
92521	SPECC1
92609	TIMM50
92840	REEP6
92906	HNRNPLL
93099	DMKN
93109	TMEM44
93185	IGSF8
93233	CCDC114
93343	MVB12A
93380	MMGT1
93436	ARMC6
93487	MAPK1IP1L
93594	WDR67
93649	MYOCD
93973	ACTR8
93974	ATPIF1
94081	SFXN1
94103	ORMDL3
94104	PAXBP1
94239	H2AFV
96764	TGS1
112399	EGLN3
112464	PRKCDBP
112574	SNX18
112609	MRAP2
112616	CMTM7
112714	TUBA3E
112755	STX1B
112858	TP53RK
112939	NACC1
113174	SAAL1
113251	LARP4
113878	DTX2
114034	TOE1
114049	WBSCR22
114569	MAL2
114609	TIRAP
114770	PGLYRP2
114783	LMTK3
114794	ELFN2
114803	MYSM1
114824	PNMA5
114876	OSBPL1A
114879	OSBPL5
114897	C1QTNF1
114904	C1QTNF6
114907	FBXO32
114932	MRFAP1L1
114990	VASN
114991	ZNF618
115098	CCDC124
115106	HAUS1
115207	KCTD12
115265	DDIT4L
115294	PCMTD1
115416	MALSU1
115426	UHRF2
115509	ZNF689
115708	TRMT61A
115861	NXNL1
115992	RNF166
116071	BATF2
116154	PHACTR3
116211	TM4SF19
116224	FAM122A
116448	OLIG1
116496	FAM129A
116540	MRPL53
116541	MRPL54
116729	PPP1R27
116840	CNTROB
116841	SNAP47
116986	AGAP2
116988	AGAP3
117144	CATSPER1
117159	DCD
117166	WFIKKN1
117246	FTSJ3
117583	PARD3B
118460	EXOSC6
118471	PRAP1
118881	COMTD1
119391	GSTO2
119710	C11orf74
120224	TMEM45B
120892	LRRK2
121256	TMEM132D
121340	SP7
121457	IKBIP
121504	HIST4H4
121506	ERP27
121549	ASCL4
122011	CSNK1A1L
122060	SLAIN1
122704	MRPL52
122953	JDP2
122961	ISCA2
123169	LEO1
123283	TARSL2
123722	FSD2
124220	ZG16B
124245	ZC3H18
124512	METTL23
124739	USP43
124790	HEXIM2
124801	LSM12
124857	WFIKKN2
124995	MRPL10
124997	WDR81
125115	KRT40
125150	ZSWIM7
125950	RAVER1
126306	JSRP1
126328	NDUFA11
126353	MISP
126626	GABPB2
127343	DMBX1
127703	C1orf216
127833	SYT2
127933	UHMK1
128061	C1orf131
128178	EDARADD
128308	MRPL55
128488	WFDC12
128602	C20orf85
128646	SIRPD
128866	CHMP4B
128977	C22orf39
129285	PPP1R21
129401	NUP35
129531	MITD1
129685	TAF8
130399	ACVR1C
131118	DNAJC19
131474	CHCHD4
131870	NUDT16
131965	METTL6
132158	GLYCTK
132228	LSMEM2
132320	SCLT1
132625	ZFP42
132660	LIN54
132884	EVC2
134288	TMEM174
134430	WDR36
134492	NUDCD2
135644	TRIM40
136895	C7orf31
137492	VPS37A
140456	ASB11
140460	ASB7
140462	ASB9
140465	MYL6B
140545	RNF32
140576	S100A16
140597	TCEAL2
140612	ZFP28
140679	SLC32A1
140690	CTCFL
140691	TRIM69
140733	MACROD2
140801	RPL10L
140831	ZSWIM3
140873	C20orf173
140890	SREK1
143241	DYDC1
143379	C10orf82
143425	SYT9
143471	PSMA8
144110	TMEM86A
144132	DNHD1
144321	GLIPR1L2
144404	TMEM120B
144983	HNRNPA1L2
145258	GSC
145376	PPP1R36
145483	FAM161B
146279	TEKT5
146325	C16orf11
146664	MGAT5B
146862	UNC45B
147183	KRT25
147339	C18orf25
147700	KLC3
147872	CCDC155
148022	TICAM1
148362	BROX
148423	C1orf52
148581	UBE2U
149041	RC3H1
149111	CNIH3
149233	IL23R
149371	EXOC8
149428	BNIPL
149603	RNF187
149628	PYHIN1
150483	TEKT4
150572	SMYD1
150771	ITPRIPL1
150864	FAM117B
151194	METTL21A
151246	SGOL2
151636	DTX3L
151648	SGOL1
151903	CCDC12
151963	MB21D2
152007	GLIPR2
152185	SPICE1
152485	ZNF827
152940	C4orf45
153090	DAB2IP
153241	CEP120
153769	SH3RF2
154075	SAMD3
154141	MBOAT1
154313	C6orf165
154386	C6orf195
154467	CCDC167
154796	AMOT
154807	VKORC1L1
154881	KCTD7
155061	ZNF746
155368	WBSCR27
155382	VPS37D
155435	RBM33
155465	AGR3
157313	CDCA2
157567	ANKRD46
157638	FAM84B
158297	FAM154A
158787	RIBC1
159195	USP54
159686	CCDC147
161003	STOML3
161145	TMEM229B
161424	NOP9
161742	SPRED1
161835	FSIP1
161882	ZFPM1
163126	EID2
163154	PRR22
163183	SYNE4
163882	CNST
164022	PPIAL4A
164091	PAQR7
164127	C1orf65
164237	WFDC13
165918	RNF168
167691	LCA5
167838	TXLNB
168433	RNF133
168544	ZNF467
169270	ZNF596
170506	DHX36
170680	PSORS1C2
170954	PPP1R18
170961	ANKRD24
171023	ASXL1
171483	FAM9B
171546	SPTSSA
192111	PGAM5
192666	KRT24
192669	AGO3
192670	AGO4
196410	METTL7B
196441	ZFC3H1
196528	ARID2
197131	UBR1
199990	C1orf86
200081	TXLNA
200205	IBA57
200350	FOXD4L1
200424	TET3
200558	APLF
200728	TMEM17
200845	KCTD6
200894	ARL13B
200916	RPL22L1
201161	CENPV
201254	STRA13
201292	TRIM65
201595	STT3B
201626	PDE12
201799	TMEM154
201895	SMIM14
201965	RWDD4
202559	KHDRBS2
203068	TUBB
203260	CCDC107
203286	ANKS6
203562	TMEM31
203569	PAGE2
204851	HIPK1
205327	C2orf69
205860	TRIML2
219541	MED19
219654	ZCCHC24
219854	TMEM218
220004	PPP1R32
220988	HNRNPA3
221035	REEP3
221092	HNRNPUL2
221154	MICU2
221184	CPNE2
221400	TDRD6
221443	OARD1
221496	LEMD2
221504	ZBTB9
221613	HIST1H2AA
221692	PHACTR1
221823	PRPS1L1
221908	PPP1R35
221914	GPC2
221937	FOXK1
222194	RSBN1L
222389	BEND7
222484	LNX2
222658	KCTD20
222894	FERD3L
225689	MAPK15
245711	SPDYA
245973	ATP6V1C2
246100	CTAG1A
246744	STH
253260	RICTOR
253461	ZBTB38
253635	GPATCH11
253738	EBF3
253959	RALGAPA1
254013	METTL20
254065	BRWD3
254170	FBXO33
254187	TSGA10IP
254263	CNIH2
254827	NAALADL2
255043	TMEM86B
255426	RASGEF1C
255488	RNF144B
255626	HIST1H2BA
255738	PCSK9
255967	PAN3
256281	NUDT14
256646	NUTM1
256714	MAP7D2
257202	GPX6
257364	SNX33
259197	NCR3
282679	AQP11
282809	POC1B
282969	FUOM
283152	CCDC153
283208	P4HA3
283385	MORN3
283489	CHAMP1
283742	FAM98B
283849	EXOC3L1
283870	BRICD5
283899	INO80E
284058	KANSL1
284086	NEK8
284119	PTRF
284207	METRNL
284252	KCTD1
284352	PPP1R37
284366	KLK9
284695	ZNF326
285093	CXXC11
285367	RPUSD3
285753	CEP57L1
285855	RPL7L1
286053	NSMCE2
286205	SCAI
286262	TPRN
287015	TRIM42
317705	VN1R5
317781	DDX51
333926	PPM1J
337867	UBAC2
337879	KRTAP8-1
337972	KRTAP19-5
337973	KRTAP19-6
338657	CCDC84
338661	TMEM225
338699	ANKRD42
338761	C1QL4
338879	RNASE10
339344	MYPOP
339390	CLEC4G
339451	KLHL17
339479	FAM5C
339768	ESPNL
340061	TMEM173
340359	KLHL38
340533	KIAA2022
342096	GOLGA6A
342357	ZKSCAN2
342371	ATXN1L
342538	NACA2
342574	KRT27
343069	HNRNPCL1
343521	TCTEX1D4
343637	RSPO4
345651	ACTBL2
347733	TUBB2B
348093	RBPMS2
348995	NUP43
353131	LCE1A
353133	LCE1C
353134	LCE1D
353140	LCE2C
353142	LCE3A
353288	KRT26
353376	TICAM2
373156	GSTK1
374355	CCDC172
374899	ZNF829
375567	VWC2
375791	C9orf169
378108	TRIM74
386681	KRTAP10-8
386682	KRTAP10-3
387082	SUMO4
387332	TBPL2
387521	TMEM189
387893	SETD8
388324	INCA1
388336	SHISA6
388389	CCDC103
388536	ZNF790
388585	HES5
388588	SMIM1
388677	NOTCH2NL
388697	HRNR
389136	VGLL3
389206	BEND4
389207	GRXCR1
389336	C5orf46
389677	RBM12B
390792	KRT39
392509	ARL13A
392617	ELFN1
399664	MEX3D
399665	FAM102A
399687	MYO18A
399693	MGC50722
399823	FOXI2
400961	PAIP2B
401036	ASB18
401563	C9orf139
401647	GOLGA7B
402381	SOHLH1
408050	NOMO3
414236	C10orf55
414899	BLID
440295	GOLGA6L9
440574	MINOS1
440738	MAP1LC3C
441376	AARD
441520	CT45A4
448834	KPRP
493829	TRIM72
493856	CISD2
494115	RBMXL1
541468	LURAP1
548593	SLX1A
548596	CKMT1A
552900	BOLA2
553115	PEF1
554235	ASPDH
613212	CTXN3
643008	SMIM5
643394	SPINK9
644041	C18orf63
644414	DEFB131
644815	FAM83G
644943	RASSF10
648791	PPP1R3G
653121	ZBTB8A
653145	ANXA8
653240	KRTAP4-11
653361	NCF1
653489	RGPD3
653509	SFTPA1
653808	ZG16
727851	RGPD8
728369	USP17L24
728489	DNLZ
728642	CDK11A
728689	EIF3CL
729230	CCR2
729515	TMEM242
100037417	DDTL
100101267	POM121C
100128927	ZBTB42
100316904	SAP25
100423062	IGLL5
100462977	MTRNR2L1
100506144	ZMYM6NB
100506658	OCLN
100820829	MYZAP
